FavouritesW%,ROI
0.25,1.6278083986873928
0.26,1.5672521491015112
0.27,1.455816136457062
0.28,1.4286634601641752
0.29,1.2882908549925394
0.3,1.5819485536676965
0.31,1.4957695882949762
0.32,2.578568411882889
0.33,1.159045293840071
0.34,1.8490430028250948
0.35,0.8178741411909758
0.36,-2.7994194614999355
0.37,-4.075036804578508
